Temperature (K)	Resistance (ohm)	Applied Current (A)	Measured Voltage (V)
21506.479260	7.599207E-6	-0.060063	94.204800
21506.579267	1.046524E-5	-0.080037	94.207500
21506.828266	1.360302E-5	-0.100034	94.208900
21506.923020	1.695978E-5	-0.120038	94.207000
21507.017387	2.029029E-5	-0.140039	94.207900
21507.112019	2.383786E-5	-0.160039	94.209600
21507.206299	2.765263E-5	-0.180037	94.207900
21507.299889	3.167600E-5	-0.200040	94.207400
21507.393020	3.566216E-5	-0.220038	94.208000
21507.487020	4.012350E-5	-0.240040	94.207600
21507.580276	4.379951E-5	-0.260043	94.207900
21507.679265	4.886793E-5	-0.280065	94.208800
21507.779277	5.417665E-5	-0.300068	94.210700
21507.879768	5.953671E-5	-0.320076	94.210000
21507.979278	6.526525E-5	-0.340053	94.211100
21508.079266	7.106140E-5	-0.360065	94.211400
21508.179274	7.736240E-5	-0.380066	94.211900
21508.280270	8.382642E-5	-0.400083	94.210800
21508.379279	9.079668E-5	-0.420096	94.212800
21508.479276	9.769352E-5	-0.440094	94.212500
21508.579280	1.052115E-4	-0.460061	94.208400
21508.747394	1.128416E-4	-0.480040	94.210700
21508.841897	1.208932E-4	-0.500040	94.211000
21508.936780	1.291948E-4	-0.520045	94.213000
21509.028879	1.381303E-4	-0.540057	94.214400
21509.122148	1.492259E-4	-0.560062	94.213700
21509.217268	1.596229E-4	-0.580059	94.213500
21509.310894	1.702301E-4	-0.600067	94.214100
21509.404160	1.817544E-4	-0.620077	94.214300
21509.499895	1.928894E-4	-0.640042	94.216300
21509.592534	2.049085E-4	-0.660058	94.217600
21509.686161	2.168899E-4	-0.680056	94.218500
21509.782648	2.347928E-4	-0.700060	94.218700
21509.879984	2.511996E-4	-0.720066	94.220600
21509.979570	2.721423E-4	-0.740073	94.219400
21510.079693	2.911836E-4	-0.760077	94.217900
21510.179277	3.168559E-4	-0.780047	94.218200
21510.279942	3.467289E-4	-0.800061	94.219000
21510.379282	3.918514E-4	-0.820066	94.217200
21510.479284	4.580401E-4	-0.840070	94.218200
21510.579279	6.977692E-4	-0.855508	94.218600
21510.680281	1.000002E-3	-0.850619	94.217100
21510.779281	1.000004E-3	-0.848900	94.219800
21510.879284	1.000002E-3	-0.846951	94.223500
21510.979285	1.000003E-3	-0.846467	94.220300
21511.079777	1.000002E-3	-0.846299	94.217300
21511.179410	1.000002E-3	-0.846260	94.218500
21511.280165	1.000001E-3	-0.846293	94.217900
21511.379284	1.000004E-3	-0.845249	94.218000
21511.480289	1.000002E-3	-0.843763	94.216500
21511.579284	1.000003E-3	-0.842962	94.217700
21511.679289	1.000001E-3	-0.842607	94.220600
21511.779290	1.000003E-3	-0.842206	94.220800
21511.879288	1.000004E-3	-0.840362	94.220300
21511.979290	1.000001E-3	-0.839931	94.221000
21512.079290	1.000002E-3	-0.837334	94.221300
21512.179311	1.000004E-3	-0.836723	94.221800
21512.280142	1.000002E-3	-0.836720	94.222500
21512.379292	1.000002E-3	-0.836641	94.221900
21512.479295	1.000003E-3	-0.836552	94.225800
21512.579292	9.999989E-4	-0.836574	94.226100
21512.680289	1.000002E-3	-0.837421	94.226100
21512.779294	1.000005E-3	-0.835504	94.226500
21512.879292	1.000003E-3	-0.834989	94.224500
21512.979290	1.000001E-3	-0.835415	94.225800
21513.080297	9.999971E-4	-0.835888	94.225900
21513.179291	1.000002E-3	-0.835541	94.223800
21513.279299	1.000001E-3	-0.835910	94.227900
21513.379293	1.000002E-3	-0.835511	94.229600
21513.480293	1.000002E-3	-0.835005	94.225100
21513.579298	1.000002E-3	-0.835349	94.225500
21513.679413	1.000003E-3	-0.834975	94.224800
21513.779299	9.999988E-4	-0.834950	94.226100
21513.880298	1.000001E-3	-0.834672	94.228100
21513.979294	1.000002E-3	-0.833784	94.226700
21514.079534	9.999998E-4	-0.834614	94.227700
21514.179301	1.000003E-3	-0.833393	94.229600
21514.280265	1.000001E-3	-0.833634	94.231000
21514.379296	1.000000E-3	-0.834474	94.230100
21514.479927	1.000002E-3	-0.834887	94.230100
21514.579318	9.999991E-4	-0.835383	94.229900
21514.680296	1.000001E-3	-0.835432	94.229100
21514.779301	1.000002E-3	-0.835328	94.230700
21514.879303	1.000002E-3	-0.835154	94.230200
21514.979295	9.999992E-4	-0.834688	94.231600
21515.080300	1.000003E-3	-0.835320	94.233100
21515.179425	1.000004E-3	-0.834794	94.231100
21515.280302	1.000002E-3	-0.834658	94.229900
21515.379301	1.000000E-3	-0.834807	94.232900
21515.480313	1.000002E-3	-0.834426	94.235200
21515.579300	1.000000E-3	-0.835630	94.235000
21515.679296	1.000001E-3	-0.836034	94.234100
21515.779903	1.000001E-3	-0.835677	94.233400
21515.879904	9.999989E-4	-0.836407	94.235400
21515.979299	1.000000E-3	-0.836318	94.236200
21516.080184	1.000000E-3	-0.835558	94.236700
21516.179716	9.999991E-4	-0.834535	94.235800
21516.280426	9.999995E-4	-0.835650	94.236100
21816.384430	1.000001E-3	-0.834638	95.201300
21816.493534	1.000002E-3	-0.835042	95.201300
21816.592405	1.000000E-3	-0.835739	95.204300
21816.693677	9.999998E-4	-0.834637	95.206800
21816.792910	1.000002E-3	-0.834171	95.203800
21816.893021	1.000003E-3	-0.835128	95.204100
21816.992981	1.000002E-3	-0.834594	95.205700
21817.093911	1.000000E-3	-0.835256	95.205700
21817.193041	1.000001E-3	-0.835475	95.205400
21817.293533	1.000002E-3	-0.834858	95.204800
21817.393031	1.000003E-3	-0.835564	95.204800
21817.493407	9.999998E-4	-0.835762	95.208000
21817.592413	1.000001E-3	-0.835824	95.209300
21817.693543	1.000001E-3	-0.834461	95.208000
21817.793038	1.000000E-3	-0.834706	95.207200
21817.893900	1.000001E-3	-0.834573	95.203900
21817.993045	9.999993E-4	-0.834966	95.203500
21818.093530	1.000003E-3	-0.834763	95.206400
21818.192901	9.999996E-4	-0.834750	95.209100
21818.293789	1.000001E-3	-0.834752	95.207200
21818.393045	1.000001E-3	-0.834352	95.208600
21818.493653	1.000001E-3	-0.835338	95.207800
21818.593138	1.000001E-3	-0.834944	95.209600
21818.694154	1.000002E-3	-0.834601	95.209500
21818.793163	1.000001E-3	-0.835695	95.211400
21818.893657	1.000001E-3	-0.835292	95.209900
21818.993042	1.000001E-3	-0.835418	95.208000
21819.093657	1.000001E-3	-0.836085	95.210700
21819.192929	9.999997E-4	-0.836148	95.210000
21819.293420	1.000001E-3	-0.836238	95.208800
21819.393165	1.000002E-3	-0.836375	95.209400
21819.494169	1.000001E-3	-0.835456	95.209400
21819.593282	1.000000E-3	-0.836220	95.210200
21819.693800	1.000001E-3	-0.835914	95.215200
21819.793052	1.000002E-3	-0.835785	95.214700
21819.893801	1.000002E-3	-0.836009	95.213100
21819.993159	1.000002E-3	-0.836033	95.214900
21820.093804	1.000002E-3	-0.835418	95.216000
21820.193041	1.000002E-3	-0.836288	95.214800
21820.294036	1.000002E-3	-0.835717	95.215500
21820.393055	1.000001E-3	-0.835855	95.215300
21820.493550	1.000001E-3	-0.835387	95.216500
21820.593292	1.000002E-3	-0.835129	95.214900
21820.693962	1.000003E-3	-0.835374	95.211500
21820.793037	1.000002E-3	-0.835489	95.215100
21820.893800	1.000002E-3	-0.836131	95.219500
21820.993022	1.000003E-3	-0.836411	95.218500
21821.094183	1.000001E-3	-0.836507	95.217500
21821.193301	1.000002E-3	-0.835784	95.219300
21821.293673	1.000003E-3	-0.835633	95.216800
21821.393173	1.000003E-3	-0.836188	95.217100
21821.493804	1.000003E-3	-0.835398	95.218200
21821.593041	1.000001E-3	-0.835626	95.220600
21821.693800	1.000004E-3	-0.834979	95.220500
21821.793304	1.000002E-3	-0.835396	95.218000
21821.894023	1.000002E-3	-0.836540	95.220800
21821.993181	1.000002E-3	-0.836070	95.221100
21822.093799	1.000003E-3	-0.836447	95.220900
21822.193173	7.945828E-4	-0.820087	95.217700
21822.293794	6.792258E-4	-0.800080	95.218800
21822.393301	6.038741E-4	-0.780063	95.221600
21822.494051	5.496344E-4	-0.760092	95.220800
21822.593180	5.053876E-4	-0.740085	95.221600
21822.693935	4.690602E-4	-0.720076	95.221900
21822.793306	4.385009E-4	-0.700071	95.220500
21822.893797	4.089938E-4	-0.680070	95.221800
21822.993303	3.841086E-4	-0.660068	95.222800
21823.093812	3.614616E-4	-0.640052	95.226600
21823.193269	3.397110E-4	-0.620086	95.226100
21823.293938	3.194807E-4	-0.600076	95.220900
21823.393306	3.004289E-4	-0.580067	95.221100
21823.494188	2.833045E-4	-0.560071	95.226800
21823.593300	2.665432E-4	-0.540063	95.228000
21823.693991	2.505914E-4	-0.520052	95.224400
21823.793306	2.353426E-4	-0.500045	95.225100
21823.893927	2.214620E-4	-0.480044	95.226600
21823.993289	2.077470E-4	-0.460070	95.225900
21824.093802	1.934137E-4	-0.440060	95.224500
21824.193435	1.806418E-4	-0.420061	95.223100
21824.294191	1.683783E-4	-0.400050	95.225700
21824.393187	1.566164E-4	-0.380040	95.226600
21824.493722	1.451947E-4	-0.360039	95.225800
21824.593439	1.342575E-4	-0.340032	95.225400
21824.693793	1.237383E-4	-0.320057	95.225600
21824.793328	1.135554E-4	-0.300048	95.229100
21824.894308	1.038108E-4	-0.280048	95.229300
21824.993315	9.459920E-5	-0.260068	95.229400
21825.166792	8.561188E-5	-0.240061	95.230400
21825.259929	7.700313E-5	-0.220057	95.232300
21825.354692	6.883483E-5	-0.200054	95.231100
21825.449420	6.087750E-5	-0.180053	95.229800
21825.544526	5.320632E-5	-0.160053	95.229800
21825.639058	4.586437E-5	-0.140050	95.230700
21825.733949	3.883653E-5	-0.120049	95.231000
21825.828404	3.175800E-5	-0.100043	95.233900
21825.922692	2.518876E-5	-0.080043	95.233000
21826.016445	1.872091E-5	-0.060038	95.229000
21826.111563	1.245633E-5	-0.040033	95.233200
21826.205312	6.213210E-6	-0.020053	95.231200
21826.393317	3.683965E-9	-0.000019	95.237000
21826.591572	6.308888E-6	0.020084	95.233400
21826.845938	1.257634E-5	0.040069	95.233600
21827.094589	1.899472E-5	0.060073	95.236200
21827.193198	2.586012E-5	0.080074	95.237300
21827.293655	3.266199E-5	0.100078	95.234800
21827.393317	3.975588E-5	0.120082	95.236600
21827.494332	4.702863E-5	0.140081	95.235400
21827.593323	5.447249E-5	0.160082	95.235600
21827.693818	6.221974E-5	0.180082	95.241800
21827.793324	7.028536E-5	0.200087	95.240700
21827.893961	7.863697E-5	0.220071	95.237900
21827.993454	8.671307E-5	0.240075	95.239500
21828.093978	9.550589E-5	0.260078	95.240400
21828.192958	1.049474E-4	0.280095	95.239600
21828.294333	1.150570E-4	0.300054	95.238100
21828.463964	1.248817E-4	0.320060	95.242300
21828.557323	1.353359E-4	0.340069	95.245100
21828.650432	1.461302E-4	0.360039	95.240500
21828.744709	1.572958E-4	0.380039	95.241100
21828.838073	1.689416E-4	0.400045	95.241300
21828.932461	1.808640E-4	0.420054	95.242500
21829.027039	1.931175E-4	0.440049	95.242300
21829.119433	2.058634E-4	0.460051	95.240800
21829.212950	2.193328E-4	0.480061	95.245600
21829.307585	2.332808E-4	0.500062	95.246200
21829.400432	2.474769E-4	0.520064	95.240900
21829.494464	2.624624E-4	0.540072	95.240900
21829.593457	2.779896E-4	0.560038	95.243200
21829.693630	2.943384E-4	0.580038	95.244000
21829.793466	3.106566E-4	0.600039	95.244500
21829.894586	3.287543E-4	0.620054	95.243700
21829.993586	3.482570E-4	0.640048	95.247000
21830.094079	3.695097E-4	0.660063	95.247000
21830.193748	3.914791E-4	0.680060	95.245900
21830.293436	4.167719E-4	0.700060	95.244400
21830.393460	4.443573E-4	0.720060	95.246400
21830.494205	4.787255E-4	0.740067	95.245800
21830.593583	5.151543E-4	0.760038	95.247300
21830.694462	5.664082E-4	0.780041	95.246300
21830.793340	6.323244E-4	0.800054	95.248100
21830.894082	7.747500E-4	0.820061	95.251100
21830.993336	1.000008E-3	0.835482	95.249900
21831.093716	1.000008E-3	0.833890	95.250200
21831.193599	1.000007E-3	0.834400	95.249700
21831.294098	1.000008E-3	0.835650	95.251600
21831.393595	1.000009E-3	0.836725	95.254300
21831.494354	1.000008E-3	0.836725	95.253200
21831.593446	1.000008E-3	0.838213	95.250000
21831.694217	1.000008E-3	0.838732	95.251900
21831.793480	1.000009E-3	0.839230	95.255100
21831.894096	1.000007E-3	0.838641	95.251100
21831.993477	1.000006E-3	0.840142	95.251700
21832.094088	1.000007E-3	0.840287	95.252700
21832.193596	1.000009E-3	0.840684	95.254400
21832.294600	1.000007E-3	0.840954	95.252000
21832.393604	1.000010E-3	0.841299	95.252600
21832.494214	1.000008E-3	0.843275	95.256100
21832.593592	1.000008E-3	0.843370	95.256100
21832.694230	1.000008E-3	0.843546	95.257700
21832.793606	1.000007E-3	0.845255	95.257200
21832.894347	1.000006E-3	0.845191	95.258600
21832.993598	1.000010E-3	0.845270	95.256800
21833.094608	1.000005E-3	0.846128	95.256600
21833.193719	1.000006E-3	0.846872	95.256400
21833.294040	1.000008E-3	0.847747	95.256400
21833.393101	1.000007E-3	0.849679	95.258500
21833.494358	1.000004E-3	0.850487	95.257800
21833.593725	1.000007E-3	0.851239	95.256800
21833.694220	1.000009E-3	0.851149	95.257400
21833.793652	1.000010E-3	0.852024	95.255800
21833.894611	1.000008E-3	0.852988	95.254500
21833.993606	1.000003E-3	0.855194	95.257400
21834.094228	1.000008E-3	0.855586	95.260500
21834.193737	1.000007E-3	0.856578	95.259000
21834.294224	1.000003E-3	0.856425	95.258100
21834.393729	1.000010E-3	0.857151	95.258100
21834.494363	1.000007E-3	0.858314	95.259500
21834.593849	1.000009E-3	0.858561	95.260300
21834.694732	1.000007E-3	0.858530	95.258900
21834.793615	1.000006E-3	0.859641	95.258500
21834.894351	1.000006E-3	0.861316	95.261100
21834.993859	1.000006E-3	0.862733	95.262000
21835.094244	1.000005E-3	0.863402	95.259800
21835.193871	1.000006E-3	0.862729	95.259900
21835.294496	1.000007E-3	0.863082	95.260200
21835.393742	1.000007E-3	0.864358	95.261900
21835.494731	1.000005E-3	0.865223	95.262400
21835.593743	1.000004E-3	0.865625	95.260700
21835.694488	1.000002E-3	0.865451	95.264600
21835.793856	1.000006E-3	0.864747	95.265500
21835.894369	1.000005E-3	0.865823	95.266000
21835.993745	1.000005E-3	0.865918	95.267200
21836.094358	1.000009E-3	0.867677	95.265600
21836.193741	1.000007E-3	0.867829	95.264600
21836.294238	1.000012E-3	0.868437	95.268200
21836.393871	1.000003E-3	0.869049	95.267500
21836.494372	1.000008E-3	0.868785	95.267900
21836.593714	1.000008E-3	0.869368	95.268000
21836.694500	1.000007E-3	0.870882	95.267100
21836.793945	1.000007E-3	0.871077	95.267700
21836.894499	1.000008E-3	0.871447	95.268300
21836.993892	1.000004E-3	0.872768	95.266900
21837.094618	1.000008E-3	0.872122	95.269900
21837.193750	1.000002E-3	0.871375	95.271400
21837.294499	1.000005E-3	0.872515	95.267700
21837.394005	1.000006E-3	0.871786	95.268500
21837.494627	1.000008E-3	0.872106	95.270500
21837.593866	1.000009E-3	0.873819	95.270500
21837.694502	1.000005E-3	0.873651	95.271800
21837.793739	1.000007E-3	0.874504	95.272900
21837.894883	1.000007E-3	0.873972	95.272100
21837.993370	1.000005E-3	0.873230	95.272200
21838.094631	1.000007E-3	0.873892	95.270900
21838.193870	1.000006E-3	0.873870	95.271700
21838.294467	1.000005E-3	0.874914	95.272900
21838.394077	1.000006E-3	0.874149	95.274400
21838.494632	1.000007E-3	0.875297	95.274200
21838.593867	1.000007E-3	0.874743	95.273500
21838.695006	1.000002E-3	0.875353	95.273400
21838.793877	1.000006E-3	0.874877	95.271700
21838.894630	1.000006E-3	0.875098	95.271600
21838.993566	1.000005E-3	0.875289	95.273600
21839.094388	1.000011E-3	0.877296	95.273400
21839.194012	1.000007E-3	0.876504	95.273000
21839.294632	1.000008E-3	0.876579	95.275000
21839.394013	1.000009E-3	0.876700	95.275100
21839.495028	1.000008E-3	0.877348	95.275800
21839.593873	1.000004E-3	0.876834	95.275300
21839.694511	1.000004E-3	0.876493	95.274400
21839.794471	1.000002E-3	0.876430	95.276900
21839.894509	1.000007E-3	0.875845	95.277200
21839.994012	1.000007E-3	0.877450	95.275300
21840.094758	1.000006E-3	0.878194	95.279600
21840.194018	1.000007E-3	0.877149	95.280000
21840.294930	1.000007E-3	0.877163	95.277600
21840.393882	1.000004E-3	0.877940	95.278400
21840.494510	1.000007E-3	0.877976	95.278600
21840.594001	1.000008E-3	0.877087	95.274800
21840.694634	1.000006E-3	0.877571	95.276300
21840.793990	1.000005E-3	0.877172	95.279700
21840.894513	1.000007E-3	0.877719	95.280500
21840.994021	1.000007E-3	0.878766	95.282500
21841.095004	1.000006E-3	0.879101	95.281200
21841.194018	1.000006E-3	0.879110	95.282300
21841.294383	1.000006E-3	0.879533	95.283200
21841.394005	1.000001E-3	0.879506	95.282600
21841.494645	1.000010E-3	0.879760	95.281500
21841.593986	1.000009E-3	0.879897	95.284700
21841.694645	1.000005E-3	0.881323	95.283100
21841.793990	1.000008E-3	0.879822	95.283900
21841.894517	1.000004E-3	0.881384	95.285000
21841.994146	1.000008E-3	0.881069	95.282500
21842.094644	1.000007E-3	0.881126	95.284700
21842.194021	1.000006E-3	0.881289	95.287100
21842.294522	1.000009E-3	0.881901	95.286100
21842.394022	7.703810E-4	0.880050	95.284700
21842.494772	5.558005E-4	0.860055	95.284400
21842.594262	4.785613E-4	0.840045	95.284600
21842.695168	4.269656E-4	0.820045	95.285300
21842.794028	3.887101E-4	0.800045	95.284400
21842.893991	3.553296E-4	0.780033	95.286400
21842.993640	3.281499E-4	0.760028	95.289400
21843.094530	3.033460E-4	0.740058	95.287900
21843.194483	2.834260E-4	0.720056	95.285600
21843.294776	2.641439E-4	0.700050	95.289500
21843.394140	2.465838E-4	0.680055	95.287200
21843.495033	2.317362E-4	0.660053	95.285600
21843.594140	2.166052E-4	0.640042	95.289900
21843.694890	2.027684E-4	0.620043	95.292700
21843.794147	1.907315E-4	0.600033	95.291400
21843.894266	1.777331E-4	0.580030	95.289500
21843.994155	1.668271E-4	0.560030	95.290900
21844.094649	1.564111E-4	0.540066	95.294700
21844.194157	1.473502E-4	0.520060	95.293200
21844.295128	1.378081E-4	0.500056	95.289600
21844.394152	1.290099E-4	0.480059	95.289200
21844.494781	1.206701E-4	0.460050	95.288200
21844.594144	1.124278E-4	0.440045	95.291100
21844.694773	1.046077E-4	0.420050	95.295300
21844.794283	9.713420E-5	0.400081	95.294000
21844.967228	8.980968E-5	0.380065	95.293100
21845.061515	8.304046E-5	0.360065	95.294200
21845.154930	7.634380E-5	0.340094	95.296100
21845.250784	6.999612E-5	0.320082	95.293200
21845.344137	6.392381E-5	0.300074	95.293200
21845.437276	5.820685E-5	0.280075	95.293700
21845.533020	5.260808E-5	0.260061	95.291900
21845.625776	4.718638E-5	0.240055	95.295800
21845.718650	4.215087E-5	0.220059	95.297400
21845.814858	3.729402E-5	0.200075	95.295400
21845.908401	3.271152E-5	0.180071	95.292300
21846.001288	2.835493E-5	0.160071	95.293700
21846.097538	2.422791E-5	0.140072	95.296900
21846.193658	2.035098E-5	0.120073	95.298600
21846.294794	1.634362E-5	0.100071	95.300100
21846.394290	1.285077E-5	0.080069	95.299500
21846.494327	9.409392E-6	0.060105	95.299900
21846.672280	6.211085E-6	0.040087	95.300100
21846.765408	3.114326E-6	0.020071	95.298800
21846.859500	1.032238E-8	0.000056	95.301300
21847.040495	3.022809E-6	-0.020039	95.303200
21847.295505	6.028878E-6	-0.040052	95.304300
21847.394421	9.134233E-6	-0.060070	95.300500
21847.495296	1.290910E-5	-0.080038	95.303700
21847.743793	1.649191E-5	-0.100037	95.305200
21847.837909	2.013938E-5	-0.120039	95.305000
21847.932080	2.419634E-5	-0.140041	95.302300
21848.026284	2.817909E-5	-0.160041	95.303800
21848.120502	3.230313E-5	-0.180042	95.304300
21848.215047	3.646921E-5	-0.200039	95.306300
21848.309334	4.138054E-5	-0.220041	95.306700
21848.403028	4.613991E-5	-0.240041	95.308600
21848.496636	5.056591E-5	-0.260046	95.304700
21848.594412	5.542625E-5	-0.280069	95.302900
21848.695037	6.102658E-5	-0.300068	95.308000
21848.794421	6.695902E-5	-0.320082	95.309000
21848.894933	7.276061E-5	-0.340059	95.309300
21848.994413	7.922802E-5	-0.360068	95.306700
21849.095433	8.551205E-5	-0.380072	95.305100
21849.194303	9.231236E-5	-0.400085	95.305700
21849.294930	9.943982E-5	-0.420098	95.307700
21849.394402	1.069863E-4	-0.440052	95.309600
21849.564546	1.148576E-4	-0.460066	95.309100
21849.658676	1.230599E-4	-0.480041	95.307100
21849.753055	1.316690E-4	-0.500039	95.307800
21849.848529	1.406277E-4	-0.520046	95.310000
21849.942553	1.491843E-4	-0.540056	95.311000
21850.035515	1.592681E-4	-0.560062	95.313300
21850.131678	1.699589E-4	-0.580057	95.315300
21850.225684	1.814949E-4	-0.600070	95.310400
21850.319513	1.916994E-4	-0.620075	95.308600
21850.415482	2.070045E-4	-0.640042	95.309700
21850.508295	2.204986E-4	-0.660058	95.309600
21850.602800	2.337155E-4	-0.680059	95.313100
21850.698685	2.484179E-4	-0.700061	95.313200
21850.794557	2.651801E-4	-0.720063	95.310400
21850.895047	2.855748E-4	-0.740072	95.311700
21850.994424	3.099340E-4	-0.760077	95.312500
21851.095034	3.428237E-4	-0.780050	95.312000
21851.194562	3.869339E-4	-0.800067	95.312100
21851.295187	4.317488E-4	-0.820067	95.313500
21851.394143	5.383747E-4	-0.840074	95.315000
21851.495300	1.000005E-3	-0.850377	95.314800
21851.594439	1.000002E-3	-0.847551	95.316400
21851.695058	1.000005E-3	-0.845541	95.317800
21851.794431	1.000005E-3	-0.844533	95.319100
21851.895185	1.000004E-3	-0.842712	95.317300
21851.994562	1.000003E-3	-0.841021	95.314800
21852.095186	1.000003E-3	-0.840292	95.319600
21852.194428	1.000000E-3	-0.839640	95.317800
21852.295308	1.000001E-3	-0.839997	95.314500
21852.394565	1.000004E-3	-0.839175	95.316300
21852.495054	1.000001E-3	-0.839646	95.316600
21852.594438	1.000002E-3	-0.838082	95.315400
21852.695074	1.000002E-3	-0.837179	95.315600
21852.794560	1.000001E-3	-0.837686	95.317100
21852.895057	1.000001E-3	-0.836972	95.319200
21852.994693	1.000002E-3	-0.836927	95.319300
21853.095440	1.000000E-3	-0.836880	95.321300
21853.194571	1.000002E-3	-0.836316	95.321800
21853.295196	1.000001E-3	-0.835318	95.318800
21853.394433	1.000003E-3	-0.836075	95.319100
21853.495183	1.000002E-3	-0.835859	95.316300
21853.594573	1.000001E-3	-0.834911	95.319800
21853.695324	1.000003E-3	-0.833971	95.320400
21853.794454	1.000001E-3	-0.834192	95.322100
21853.895566	1.000001E-3	-0.833987	95.324300
21853.994581	1.000001E-3	-0.834049	95.323300
21854.095066	1.000001E-3	-0.833660	95.323000
21854.194694	9.999977E-4	-0.832892	95.324600
21854.295327	1.000002E-3	-0.832060	95.325000
21854.394700	9.999996E-4	-0.832112	95.324300
21854.495327	1.000001E-3	-0.831757	95.325700
21854.594581	1.000001E-3	-0.832514	95.328000
21854.695583	1.000001E-3	-0.832745	95.325400
21854.794579	1.000001E-3	-0.831913	95.324400
21854.895190	1.000002E-3	-0.831805	95.327600
21854.995333	1.000001E-3	-0.831337	95.324400
21855.095205	1.000001E-3	-0.831330	95.325100
21855.194706	1.000001E-3	-0.832007	95.327700
21855.295329	1.000000E-3	-0.832363	95.326900
21855.394705	9.999996E-4	-0.831683	95.327600
21855.495695	1.000000E-3	-0.831286	95.329800
21855.594706	9.999992E-4	-0.832081	95.326300
21855.695330	9.999980E-4	-0.831085	95.328500
21855.794578	1.000001E-3	-0.831356	95.331600
21855.895319	9.999999E-4	-0.831407	95.329900
21855.994833	1.000000E-3	-0.830854	95.328600
21856.095334	9.999997E-4	-0.830168	95.331000
21856.194837	9.999995E-4	-0.830756	95.331600
21856.295706	1.000001E-3	-0.830636	95.328300
21856.394709	9.999997E-4	-0.830419	95.329300
21856.495206	1.000001E-3	-0.830960	95.333000
21856.594835	1.000001E-3	-0.831639	95.335500
21856.695198	1.000002E-3	-0.831109	95.333600
21856.794713	1.000001E-3	-0.831247	95.332300
21856.895324	9.999993E-4	-0.831235	95.332000
21856.994831	9.999992E-4	-0.831468	95.332800
21857.095710	1.000001E-3	-0.831677	95.333100
21857.194707	1.000000E-3	-0.831936	95.332800
22157.299121	1.000002E-3	-0.831273	96.290300
22157.408307	1.000002E-3	-0.831684	96.290700
22157.508913	1.000001E-3	-0.831012	96.294800
22157.608369	1.000001E-3	-0.831596	96.293900
22157.708808	1.000002E-3	-0.832101	96.292300
22157.808169	1.000002E-3	-0.832515	96.294000
22157.909297	1.000000E-3	-0.831445	96.294800
22158.008180	1.000001E-3	-0.831190	96.291800
22158.108779	1.000001E-3	-0.830373	96.290200
22158.207623	1.000000E-3	-0.830593	96.292800
22158.308812	1.000001E-3	-0.831589	96.291300
22158.408299	1.000001E-3	-0.831075	96.294000
22158.508873	9.999998E-4	-0.830504	96.296300
22158.608656	1.000000E-3	-0.831613	96.296400
22158.709175	1.000001E-3	-0.832125	96.297700
22158.808297	1.000001E-3	-0.831799	96.298100
22158.909057	9.999995E-4	-0.831091	96.297700
22159.008283	1.000002E-3	-0.830777	96.295500
22159.108924	1.000000E-3	-0.830449	96.296400
22159.208314	1.000001E-3	-0.831224	96.296100
22159.309036	1.000001E-3	-0.831361	96.295900
22159.408298	1.000000E-3	-0.831330	96.298000
22159.509411	1.000000E-3	-0.830579	96.299300
22159.608409	1.000002E-3	-0.831242	96.299800
22159.708925	9.999993E-4	-0.831307	96.298700
22159.808318	1.000002E-3	-0.831078	96.300200
22159.908790	1.000002E-3	-0.831246	96.301300
22160.008663	1.000001E-3	-0.831104	96.300300
22160.108917	1.000002E-3	-0.831088	96.298500
22160.208302	1.000001E-3	-0.830561	96.299400
22160.309431	1.000001E-3	-0.830748	96.299800
22160.408275	1.000001E-3	-0.830932	96.298200
22160.508544	1.000001E-3	-0.830445	96.300300
22160.608321	1.000002E-3	-0.831107	96.301700
22160.709291	1.000002E-3	-0.829971	96.302800
22160.808548	1.000001E-3	-0.830101	96.304300
22160.908929	1.000002E-3	-0.830857	96.305700
22161.008792	1.000002E-3	-0.830159	96.306100
22161.109292	1.000001E-3	-0.829676	96.306100
22161.208546	1.000001E-3	-0.829542	96.305700
22161.308636	1.000002E-3	-0.829674	96.303000
22161.408293	1.000002E-3	-0.829382	96.302600
22161.509052	1.000002E-3	-0.828955	96.304200
22161.608924	1.000002E-3	-0.828383	96.305300
22161.708929	1.000003E-3	-0.828578	96.306400
22161.808438	1.000001E-3	-0.828880	96.307900
22161.909474	1.000002E-3	-0.827876	96.305600
22162.008420	1.000002E-3	-0.829141	96.304400
22162.109061	1.000003E-3	-0.828435	96.308100
22162.208329	1.000004E-3	-0.828353	96.310300
22162.309056	1.000002E-3	-0.829230	96.308200
22162.408625	1.000002E-3	-0.830079	96.306900
22162.509034	1.000002E-3	-0.830152	96.307500
22162.608552	1.000002E-3	-0.829269	96.307500
22162.709562	1.000002E-3	-0.829321	96.309200
22162.808578	1.000002E-3	-0.829570	96.309100
22162.909199	1.000003E-3	-0.829392	96.308800
22163.008745	1.000002E-3	-0.829672	96.308100
22163.108965	8.779368E-4	-0.820092	96.309600
22163.207989	7.326058E-4	-0.800080	96.309800
22163.309013	6.500818E-4	-0.780065	96.306300
22163.408599	5.897280E-4	-0.760092	96.309800
22163.508937	5.409214E-4	-0.740087	96.310000
22163.608962	4.999579E-4	-0.720078	96.310600
22163.709004	4.665837E-4	-0.700075	96.313200
22163.808805	4.366145E-4	-0.680071	96.314000
22163.909577	4.095020E-4	-0.660069	96.315200
22164.008430	3.850413E-4	-0.640054	96.314500
